// Start Time: 0
// Sample rate: 100.0Hz
// Scenario: 4.9
// Firmware Version: 2.5.1
Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
04DD,FFFFFE02,0652,FFFFFC87,FFFFFC8D,FFFFFED9,FFFFFF30,0060,FFFFFFFC 
04DF,FFFFFE08,0618,FFFFFC21,FFFFFC89,FFFFFEB9,FFFFFF2E,005C,FFFFFFFA 
04E0,FFFFFE1C,05E6,FFFFFBE6,FFFFFC79,FFFFFE8E,FFFFFF3C,0064,0006 
04D8,FFFFFE24,05C2,FFFFFBB5,FFFFFC59,FFFFFE60,FFFFFF3D,005D,000D 
04D0,FFFFFE37,0592,FFFFFBA5,FFFFFC3E,FFFFFE2B,FFFFFF37,005B,0011 
04C3,FFFFFE3A,0595,FFFFFBC0,FFFFFC37,FFFFFE15,FFFFFF41,0053,0011 
04FC,FFFFFE2C,0579,FFFFFBCC,FFFFFBFF,FFFFFDFE,FFFFFF47,005B,000D 
04EF,FFFFFE42,0593,FFFFFB54,FFFFFBB8,FFFFFE2F,FFFFFF48,0052,000E 
04E5,FFFFFE7E,055A,FFFFFB1A,FFFFFB80,FFFFFE71,FFFFFF45,0059,0015 
04F0,FFFFFEAE,0552,FFFFFBCC,FFFFFB51,FFFFFE8E,FFFFFF53,0059,001F 
0525,FFFFFEA4,056E,FFFFFCD6,FFFFFB21,FFFFFEB0,FFFFFF4E,0050,001A 
057D,FFFFFE30,0587,FFFFFD1E,FFFFFAD0,FFFFFEF1,FFFFFF48,004E,0022 
05D0,FFFFFDA5,05B1,FFFFFCA0,FFFFFA9C,FFFFFF3F,FFFFFF50,004A,0024 
060E,FFFFFD40,05B3,FFFFFBBC,FFFFFAAF,FFFFFF91,FFFFFF55,0047,001F 
0628,FFFFFD2A,05A4,FFFFFAD1,FFFFFAD9,FFFFFFD5,FFFFFF5A,0048,0024 
05FF,FFFFFD2D,0579,FFFFFA2A,FFFFFAF4,0005,FFFFFF5F,0047,0025 
0615,FFFFFD7F,0531,FFFFFA0C,FFFFFAEF,FFFFFFF4,FFFFFF5F,0039,0029 
0617,FFFFFDAC,04CF,FFFFFA68,FFFFFAE7,FFFFFFFB,FFFFFF63,0041,0033 
05FA,FFFFFDD2,046C,FFFFFA01,FFFFFAEC,0032,FFFFFF6A,0040,002C 
05C4,FFFFFDCE,03D8,FFFFFAD4,FFFFFB3D,0043,FFFFFF6D,0037,0031 
05E4,FFFFFDB6,038B,FFFFFB72,FFFFFB7F,001E,FFFFFF6B,0039,0031 
05C3,FFFFFDC7,034F,FFFFFB7F,FFFFFBAC,FFFFFFE0,FFFFFF6A,0030,003A 
05CD,FFFFFDC1,0330,FFFFFC07,FFFFFBB2,FFFFFF70,FFFFFF79,002F,003B 
0616,FFFFFDA7,0329,FFFFFCD4,FFFFFBBC,FFFFFF19,FFFFFF77,0023,0031 
062C,FFFFFD7D,0352,FFFFFD56,FFFFFBF9,FFFFFEF6,FFFFFF75,0031,003B 
0642,FFFFFD50,0398,FFFFFDAB,FFFFFC36,FFFFFEEF,FFFFFF7A,0022,0036 
0682,FFFFFD1A,03F1,FFFFFDD5,FFFFFC4F,FFFFFEFB,FFFFFF72,0022,003E 
065E,FFFFFCE3,0403,FFFFFD67,FFFFFC2C,FFFFFF30,FFFFFF6F,001F,0037 
0687,FFFFFCD0,03F0,FFFFFCED,FFFFFC01,FFFFFF66,FFFFFF79,0023,0031 
06A7,FFFFFCB8,03E6,FFFFFC16,FFFFFBAA,FFFFFF67,FFFFFF77,001F,003D 
06A6,FFFFFCC2,03B2,FFFFFB12,FFFFFB71,FFFFFF90,FFFFFF83,0019,003F 
06A8,FFFFFCDD,0347,FFFFFA58,FFFFFB57,FFFFFFB0,FFFFFF82,0018,004C 
067E,FFFFFCEF,02D8,FFFFFA35,FFFFFB64,FFFFFFB1,FFFFFF8B,0013,0043 
0680,FFFFFD05,027C,FFFFFA6A,FFFFFB63,FFFFFF85,FFFFFF94,000C,0044 
067A,FFFFFD19,0248,FFFFFB01,FFFFFB79,FFFFFF31,FFFFFF99,000D,0047 
0685,FFFFFD3F,024A,FFFFFB97,FFFFFB80,FFFFFEDD,FFFFFF8D,0015,004B 
0694,FFFFFD58,0244,FFFFFBE6,FFFFFB83,FFFFFEC1,FFFFFF96,0006,004E 
06B3,FFFFFD49,0236,FFFFFC29,FFFFFB7A,FFFFFEB5,FFFFFF9A,0008,0050 
06D4,FFFFFD19,0242,FFFFFC74,FFFFFB94,FFFFFEC3,FFFFFF9A,0002,004C 
06FE,FFFFFCDF,024C,FFFFFC89,FFFFFBB9,FFFFFEED,FFFFFF97,0003,004B 
071E,FFFFFCBD,0233,FFFFFC56,FFFFFBD6,FFFFFF2A,FFFFFF9B,FFFFFFFD,0047 
0720,FFFFFCB2,01EE,FFFFFC1D,FFFFFBEC,FFFFFF5B,FFFFFF99,FFFFFFF9,0047 
0713,FFFFFCCB,0195,FFFFFC07,FFFFFC0E,FFFFFF75,FFFFFFA4,FFFFFFFE,004E 
06F2,FFFFFCEE,013A,FFFFFC10,FFFFFC2C,FFFFFF6F,FFFFFFAA,FFFFFFFE,004C 
06D9,FFFFFD1C,00F0,FFFFFC59,FFFFFC59,FFFFFF43,FFFFFFA9,FFFFFFF7,0047 
06CD,FFFFFD41,00C2,FFFFFCEF,FFFFFC9A,FFFFFEFE,FFFFFFAD,FFFFFFF9,004F 
06CF,FFFFFD4B,00AE,FFFFFD87,FFFFFCDF,FFFFFEB3,FFFFFFA7,FFFFFFFD,004D 
06D7,FFFFFD3B,00AA,FFFFFE4B,FFFFFD2B,FFFFFE60,FFFFFFA8,FFFFFFF4,004A 
06DE,FFFFFD2B,00A4,FFFFFEE3,FFFFFD6C,FFFFFE08,FFFFFFA9,FFFFFFFB,004F 
06F7,FFFFFD2D,00AD,FFFFFF6D,FFFFFDA5,FFFFFDBF,FFFFFFAD,FFFFFFF5,004B 
0724,FFFFFD29,00CE,FFFFFF81,FFFFFDC5,FFFFFDA2,FFFFFFA6,FFFFFFF6,0052 
073B,FFFFFD1A,00D8,FFFFFF4B,FFFFFDE7,FFFFFDC0,FFFFFFA0,FFFFFFF4,0044 
0749,FFFFFD20,00CC,FFFFFEFC,FFFFFE0F,FFFFFE03,FFFFFFA6,FFFFFFF0,004C 
0742,FFFFFD22,00BD,FFFFFEE2,FFFFFE4B,FFFFFE4F,FFFFFFAF,FFFFFFF5,0053 
0759,FFFFFD2E,00B7,FFFFFF3E,FFFFFEE1,FFFFFEA5,FFFFFFA9,FFFFFFF3,0049 
074C,FFFFFD49,00B6,FFFFFFA7,FFFFFF3F,FFFFFECF,FFFFFFAA,FFFFFFF2,0044 
072E,FFFFFD4E,00BB,0015,FFFFFF35,FFFFFEB8,FFFFFFA8,FFFFFFF4,004C 
073F,FFFFFD48,00D7,0074,FFFFFF21,FFFFFE8A,FFFFFFA2,FFFFFFF4,004A 
075D,FFFFFD46,00DA,009B,FFFFFF0F,FFFFFE54,FFFFFFB0,FFFFFFF4,0048 
0779,FFFFFD25,00D5,005C,FFFFFEDE,FFFFFE25,FFFFFFA0,FFFFFFEC,0048 
079B,FFFFFD30,00B7,0018,FFFFFEE0,FFFFFE01,FFFFFFA7,FFFFFFEF,0047 
07A5,FFFFFD53,009E,0005,FFFFFEF4,FFFFFDE1,FFFFFFA6,FFFFFFF6,0040 
07A7,FFFFFD7D,009F,0006,FFFFFF04,FFFFFDD3,FFFFFFA3,FFFFFFF9,0047 
078D,FFFFFDC1,00AD,0012,FFFFFEEA,FFFFFDCE,FFFFFFA9,FFFFFFF7,003F 
076F,FFFFFDF5,00D7,0044,FFFFFEBF,FFFFFE02,FFFFFFA0,FFFFFFF6,0042 
0763,FFFFFE07,00FA,0034,FFFFFE7F,FFFFFE61,FFFFFF9A,FFFFFFFE,0038 
0757,FFFFFDED,00FC,000A,FFFFFE46,FFFFFEBA,FFFFFFAB,FFFFFFF9,003B 
075D,FFFFFDE0,00E9,FFFFFFDC,FFFFFE1B,FFFFFEFF,FFFFFFA3,FFFFFFF3,0049 
0773,FFFFFDE7,00B8,FFFFFFA3,FFFFFE0E,FFFFFF3C,FFFFFFA2,FFFFFFEE,0048 
078F,FFFFFE06,0076,FFFFFF86,FFFFFE07,FFFFFF5F,FFFFFFA4,FFFFFFEC,0048 
0794,FFFFFE0D,0061,FFFFFFA6,FFFFFE05,FFFFFF6F,FFFFFFAF,FFFFFFEB,004B 
0795,FFFFFE00,007C,0018,FFFFFE1B,FFFFFF7B,FFFFFFA7,FFFFFFF1,0047 
07A4,FFFFFDFF,00A9,007D,FFFFFE21,FFFFFF90,FFFFFFA5,FFFFFFE9,0041 
07AB,FFFFFDFF,00C8,00BD,FFFFFE0C,FFFFFFB8,FFFFFFA4,FFFFFFE8,0046 
07AA,FFFFFDF1,00D3,00DE,FFFFFDD8,FFFFFFE0,FFFFFF9F,FFFFFFE5,0055 
07C2,FFFFFDBA,00C0,00CE,FFFFFD99,FFFFFFFC,FFFFFFA3,FFFFFFE5,0059 
07ED,FFFFFD74,00A4,0083,FFFFFD80,000C,FFFFFF9F,FFFFFFDF,005B 
081E,FFFFFD52,0068,FFFFFFEA,FFFFFD9F,0024,FFFFFF9B,FFFFFFE3,0059 
0828,FFFFFD4D,0028,FFFFFF44,FFFFFDD4,0045,FFFFFF9F,FFFFFFDD,0059 
0815,FFFFFD75,FFFFFFEB,FFFFFEEC,FFFFFE16,0062,FFFFFF9F,FFFFFFD9,005F 
07F8,FFFFFDB2,FFFFFFC9,FFFFFEF9,FFFFFE4F,0071,FFFFFFA9,FFFFFFDB,005F 
07CA,FFFFFDE3,FFFFFFCB,FFFFFF3F,FFFFFE79,007C,FFFFFFA6,FFFFFFDA,0066 
0795,FFFFFE02,FFFFFFF9,FFFFFF9D,FFFFFE85,0083,FFFFFFA3,FFFFFFDD,005F 
077B,FFFFFE1C,0047,000E,FFFFFE64,0085,FFFFFFA4,FFFFFFD8,006A 
0787,FFFFFE28,009A,0064,FFFFFE21,00A3,FFFFFFA5,FFFFFFDF,0065 
07C1,FFFFFDFE,00AD,0070,FFFFFDF4,00E9,FFFFFFAA,FFFFFFD8,0072 
07D9,FFFFFDC9,FFFFFFF8,0022,FFFFFDBE,0133,FFFFFF9F,FFFFFFD7,0073 
078F,FFFFFDE2,FFFFFF95,FFFFFF57,FFFFFC98,014F,FFFFFFA1,FFFFFFDB,006D 
0818,FFFFFDD4,FFFFFF89,0029,FFFFFC94,00FB,FFFFFFA8,FFFFFFD4,0058 
07BA,FFFFFDE5,FFFFFF15,0013,FFFFFCC6,00CD,FFFFFFA2,FFFFFFD2,005E 
076E,FFFFFDC3,FFFFFF58,00C7,FFFFFCFB,008D,FFFFFFA5,FFFFFFD1,005B 
074F,FFFFFDA1,FFFFFF8E,00BC,FFFFFCE0,0063,FFFFFFA5,FFFFFFCB,0061 
0769,FFFFFDAC,FFFFFF32,0069,FFFFFCB9,0050,FFFFFF9F,FFFFFFCF,0051 
06CD,FFFFFDF1,FFFFFEAB,FFFFFF0B,FFFFFB56,0035,FFFFFFA5,FFFFFFD5,005B 
075E,FFFFFDA7,FFFFFF0C,FFFFFFDE,FFFFFB01,FFFFFFD7,FFFFFFAA,FFFFFFC6,003A 
07B4,FFFFFD79,FFFFFF45,FFFFFFA5,FFFFFB61,FFFFFFC8,FFFFFFA9,FFFFFFC5,0041 
0798,FFFFFD89,FFFFFF10,FFFFFF4D,FFFFFBC0,FFFFFFE0,FFFFFFAC,FFFFFFC8,0036 
07A9,FFFFFD6E,FFFFFEE8,FFFFFF52,FFFFFBF2,FFFFFFE5,FFFFFFA9,FFFFFFBD,0035 
07B2,FFFFFD67,FFFFFEDD,FFFFFF5F,FFFFFC30,0005,FFFFFFA6,FFFFFFC4,0034 
07A1,FFFFFD77,FFFFFEC5,FFFFFF6C,FFFFFC66,0026,FFFFFF9F,FFFFFFBF,003B 
07A0,FFFFFD80,FFFFFEB7,FFFFFF80,FFFFFC8C,0047,FFFFFFA7,FFFFFFBB,003D 
0796,FFFFFD8C,FFFFFEAF,FFFFFF7C,FFFFFCB9,0068,FFFFFFA3,FFFFFFBD,0037 
078C,FFFFFD95,FFFFFEA4,FFFFFF65,FFFFFCE1,008A,FFFFFFAC,FFFFFFC0,003A 
077B,FFFFFDA0,FFFFFE93,FFFFFF58,FFFFFCF2,00A6,FFFFFFAE,FFFFFFB8,0034 
0777,FFFFFDB3,FFFFFE89,FFFFFF49,FFFFFCDC,00B8,FFFFFFAE,FFFFFFB6,003E 
0762,FFFFFDBE,FFFFFE6D,FFFFFF2E,FFFFFCA7,00C8,FFFFFFAE,FFFFFFB0,002C 
0752,FFFFFDC7,FFFFFE51,FFFFFEFB,FFFFFC54,00D1,FFFFFFAA,FFFFFFB6,0036 
0741,FFFFFDBD,FFFFFE1C,FFFFFEDB,FFFFFC19,00D3,FFFFFFB3,FFFFFFAF,0037 
0746,FFFFFDAA,FFFFFDF1,FFFFFECB,FFFFFBFD,00D2,FFFFFFAD,FFFFFFA3,0037 
0748,FFFFFD90,FFFFFDC2,FFFFFEC8,FFFFFC12,00D4,FFFFFFA9,FFFFFFAD,0035 
073F,FFFFFD86,FFFFFD9C,FFFFFEC5,FFFFFC3C,00DF,FFFFFFAD,FFFFFFA5,0035 
0738,FFFFFD84,FFFFFD8C,FFFFFEC5,FFFFFC51,00EF,FFFFFFAE,FFFFFFA4,0032 
0715,FFFFFD8C,FFFFFD83,FFFFFECE,FFFFFC59,0104,FFFFFFB6,FFFFFFA4,002C 
06A9,FFFFFDA9,FFFFFD73,FFFFFEDD,FFFFFC3E,0116,FFFFFFB3,FFFFFFB1,0031 
068B,FFFFFDB5,FFFFFD68,FFFFFEE6,FFFFFBDD,0100,FFFFFFB4,FFFFFFA0,002E 
069E,FFFFFDB7,FFFFFD70,FFFFFEF4,FFFFFB85,00C2,FFFFFFAE,FFFFFF9C,0024 
06B2,FFFFFDA7,FFFFFD71,FFFFFECB,FFFFFB4F,0075,FFFFFFBC,FFFFFF9C,0024 
06DC,FFFFFD9A,FFFFFD47,FFFFFE95,FFFFFB4D,002E,FFFFFFB6,FFFFFF9A,0024 
06FD,FFFFFD88,FFFFFD3B,FFFFFE8F,FFFFFB8B,FFFFFFF3,FFFFFFB8,FFFFFF9A,0024 
0718,FFFFFD7C,FFFFFD0D,FFFFFE69,FFFFFBCF,FFFFFFE1,FFFFFFB0,FFFFFF96,0022 
0714,FFFFFD74,FFFFFCD1,FFFFFE6F,FFFFFBFD,FFFFFFEC,FFFFFFBD,FFFFFF9D,0023 
070D,FFFFFD70,FFFFFCA7,FFFFFE87,FFFFFC20,0005,FFFFFFBF,FFFFFF95,001F 
071A,FFFFFD65,FFFFFC98,FFFFFEAB,FFFFFC50,0023,FFFFFFAD,FFFFFF97,001F 
0736,FFFFFD57,FFFFFC94,FFFFFEBC,FFFFFC88,0053,FFFFFFBA,FFFFFF90,0020 
0735,FFFFFD58,FFFFFC96,FFFFFEB6,FFFFFCBF,0099,FFFFFFB1,FFFFFF85,0021 
0715,FFFFFD6D,FFFFFC8D,FFFFFEB4,FFFFFCF3,00E6,FFFFFFBB,FFFFFF93,0017 
06FE,FFFFFD7B,FFFFFC88,FFFFFEAE,FFFFFD07,0126,FFFFFFBF,FFFFFF8D,001D 
06EE,FFFFFD81,FFFFFC7E,FFFFFE99,FFFFFD18,0159,FFFFFFC2,FFFFFF8E,0018 
06D8,FFFFFD86,FFFFFC63,FFFFFE83,FFFFFD2C,0180,FFFFFFC3,FFFFFF89,001D 
06C9,FFFFFD88,FFFFFC4A,FFFFFE71,FFFFFD3B,0197,FFFFFFC1,FFFFFF87,0015 
06BA,FFFFFD82,FFFFFC36,FFFFFE51,FFFFFD40,01A8,FFFFFFC3,FFFFFF83,001B 
06A2,FFFFFD78,FFFFFC18,FFFFFE3D,FFFFFD47,01B2,FFFFFFBF,FFFFFF7F,0015 
068C,FFFFFD72,FFFFFC00,FFFFFE51,FFFFFD56,01AF,FFFFFFC8,FFFFFF7A,0014 
067F,FFFFFD72,FFFFFBF5,FFFFFE7B,FFFFFD66,01A1,FFFFFFCE,FFFFFF80,0012 
0676,FFFFFD74,FFFFFBF1,FFFFFEA4,FFFFFD73,0191,FFFFFFCC,FFFFFF80,0012 
0675,FFFFFD79,FFFFFBFC,FFFFFEC5,FFFFFD78,0187,FFFFFFC7,FFFFFF79,0013 
0672,FFFFFD7D,FFFFFC08,FFFFFED3,FFFFFD6E,0182,FFFFFFC5,FFFFFF85,0011 
0665,FFFFFD7D,FFFFFC07,FFFFFEC6,FFFFFD59,017D,FFFFFFD0,FFFFFF80,0010 
0656,FFFFFD72,FFFFFC0B,FFFFFEC6,FFFFFD4E,0171,FFFFFFCD,FFFFFF7B,000D 
0645,FFFFFD69,FFFFFBF7,FFFFFED0,FFFFFD69,0162,FFFFFFD0,FFFFFF7A,000A 
063C,FFFFFD63,FFFFFBE8,FFFFFEEF,FFFFFD95,014D,FFFFFFCC,FFFFFF7A,000E 
0641,FFFFFD4F,FFFFFBD0,FFFFFF0E,FFFFFDBF,013B,FFFFFFD3,FFFFFF79,000F 
0642,FFFFFD3D,FFFFFBC6,FFFFFF14,FFFFFDD8,013C,FFFFFFD3,FFFFFF7B,000D 
063B,FFFFFD37,FFFFFBB3,FFFFFF0A,FFFFFDEB,0148,FFFFFFCD,FFFFFF79,0011 
0626,FFFFFD46,FFFFFBC4,FFFFFF03,FFFFFE05,014E,FFFFFFD7,FFFFFF77,0011 
0631,FFFFFD28,FFFFFB7F,FFFFFF06,FFFFFE49,0150,FFFFFFDA,FFFFFF74,000C 
061C,FFFFFD37,FFFFFB85,FFFFFEF1,FFFFFE24,0159,FFFFFFDC,FFFFFF76,0014 
060F,FFFFFD32,FFFFFB6F,FFFFFEDD,FFFFFE19,0154,FFFFFFD9,FFFFFF73,000F 
060D,FFFFFD2C,FFFFFB5D,FFFFFEC3,FFFFFE09,0159,FFFFFFD9,FFFFFF75,000B 
0603,FFFFFD2E,FFFFFB58,FFFFFEC2,FFFFFE1E,015B,FFFFFFDA,FFFFFF78,0012 
0608,FFFFFD1F,FFFFFB3D,FFFFFEE0,FFFFFE5C,014E,FFFFFFDB,FFFFFF7B,0007 
0622,FFFFFD06,FFFFFB23,FFFFFEFF,FFFFFE52,0159,FFFFFFE9,FFFFFF6B,000B 
062F,FFFFFCFD,FFFFFB34,FFFFFF01,FFFFFE0F,0182,FFFFFFDC,FFFFFF6E,000A 
0626,FFFFFD10,FFFFFB4E,FFFFFEDD,FFFFFDCD,01A8,FFFFFFE0,FFFFFF6E,0004 
0618,FFFFFD1A,FFFFFB4D,FFFFFEAD,FFFFFDA2,01B8,FFFFFFE4,FFFFFF6C,0004 
0606,FFFFFD20,FFFFFB34,FFFFFE68,FFFFFD7B,01C0,FFFFFFE6,FFFFFF6A,0006 
05E9,FFFFFD1E,FFFFFB0D,FFFFFE29,FFFFFD59,01C0,FFFFFFE1,FFFFFF71,0009 
05C2,FFFFFD28,FFFFFAE9,FFFFFE04,FFFFFD41,01B9,FFFFFFE8,FFFFFF66,FFFFFFFC 
05AB,FFFFFD36,FFFFFAE6,FFFFFE10,FFFFFD32,01A9,FFFFFFED,FFFFFF65,FFFFFFFD 
059E,FFFFFD3D,FFFFFAE8,FFFFFE35,FFFFFD2D,0198,FFFFFFE5,FFFFFF61,0005 
0595,FFFFFD42,FFFFFAEB,FFFFFE59,FFFFFD19,0186,FFFFFFED,FFFFFF67,FFFFFFFF 
0594,FFFFFD35,FFFFFAE1,FFFFFE80,FFFFFD03,0173,FFFFFFED,FFFFFF61,0005 
059D,FFFFFD1D,FFFFFACB,FFFFFEA6,FFFFFCEE,0161,FFFFFFEB,FFFFFF61,FFFFFFFF 
059B,FFFFFD14,FFFFFAB4,FFFFFEBB,FFFFFCEA,015B,FFFFFFF2,FFFFFF64,FFFFFFFC 
0597,FFFFFD21,FFFFFAA9,FFFFFEAA,FFFFFCE9,0165,FFFFFFF2,FFFFFF64,FFFFFFFE 
058F,FFFFFD33,FFFFFAA9,FFFFFE81,FFFFFCD6,017A,FFFFFFFB,FFFFFF5F,FFFFFFF9 
0582,FFFFFD37,FFFFFAA7,FFFFFE50,FFFFFCB1,0193,FFFFFFF4,FFFFFF5A,0000 
056D,FFFFFD33,FFFFFA9B,FFFFFE30,FFFFFC93,01A7,FFFFFFFC,FFFFFF58,FFFFFFF8 
0553,FFFFFD2B,FFFFFA7E,FFFFFE2C,FFFFFC8C,01B3,FFFFFFFB,FFFFFF4F,FFFFFFF5 
0535,FFFFFD23,FFFFFA55,FFFFFE39,FFFFFC95,01B8,0002,FFFFFF5E,FFFFFFF6 
0516,FFFFFD22,FFFFFA33,FFFFFE51,FFFFFCA6,01B8,FFFFFFFF,FFFFFF57,FFFFFFF7 
04F6,FFFFFD28,FFFFFA1E,FFFFFE5F,FFFFFCB6,01B4,0001,FFFFFF53,FFFFFFF3 
04D9,FFFFFD2D,FFFFFA15,FFFFFE70,FFFFFCC6,01AD,FFFFFFFF,FFFFFF55,FFFFFFF7 
04C0,FFFFFD31,FFFFFA12,FFFFFE93,FFFFFCDB,01A9,FFFFFFFE,FFFFFF54,FFFFFFF8 
04AD,FFFFFD31,FFFFFA0B,FFFFFEB7,FFFFFCF0,01AB,0007,FFFFFF55,FFFFFFF1 
04A2,FFFFFD27,FFFFF9FD,FFFFFEDB,FFFFFD08,01A9,0008,FFFFFF50,FFFFFFEE 
049D,FFFFFD20,FFFFF9EB,FFFFFF05,FFFFFD28,01A8,0005,FFFFFF55,FFFFFFF1 
049B,FFFFFD26,FFFFF9DD,FFFFFF1D,FFFFFD39,01AD,0011,FFFFFF4F,FFFFFFED 
0493,FFFFFD37,FFFFF9DE,FFFFFF14,FFFFFD30,01B8,0011,FFFFFF4F,FFFFFFED 
0480,FFFFFD48,FFFFF9DA,FFFFFEE5,FFFFFD0D,01C4,0010,FFFFFF54,FFFFFFEE 
0462,FFFFFD4E,FFFFF9C5,FFFFFE9F,FFFFFCDB,01CD,0010,FFFFFF56,FFFFFFE8 
0439,FFFFFD41,FFFFF999,FFFFFE57,FFFFFCA7,01D0,0010,FFFFFF56,FFFFFFE8 
03FF,FFFFFD32,FFFFF960,FFFFFE32,FFFFFC81,01C8,0010,FFFFFF56,FFFFFFE8 
03C2,FFFFFD23,FFFFF926,FFFFFE4E,FFFFFC7F,01AA,0010,FFFFFF56,FFFFFFE8 
03AC,FFFFFD14,FFFFF905,FFFFFEA6,FFFFFCA4,017B,0010,FFFFFF56,FFFFFFE8 
03B1,FFFFFD05,FFFFF8FB,FFFFFF01,FFFFFCDE,0152,0010,FFFFFF56,FFFFFFE8 
03B8,FFFFFD0B,FFFFF900,FFFFFF45,FFFFFD1E,012F,0010,FFFFFF56,FFFFFFE8 
03C2,FFFFFD0F,FFFFF913,FFFFFF72,FFFFFD52,010D,0010,FFFFFF56,FFFFFFE8 
03CA,FFFFFD13,FFFFF92E,FFFFFF8B,FFFFFD79,00F4,0010,FFFFFF56,FFFFFFE8 
03C7,FFFFFD1A,FFFFF948,FFFFFF9A,FFFFFD94,00E4,0010,FFFFFF56,FFFFFFE8 
03B6,FFFFFD23,FFFFF94F,FFFFFF9B,FFFFFD9A,00DD,0010,FFFFFF56,FFFFFFE8 
03A6,FFFFFD25,FFFFF948,FFFFFF9E,FFFFFD97,00D6,0010,FFFFFF56,FFFFFFE8 
039F,FFFFFD22,FFFFF942,FFFFFFA5,FFFFFD94,00CB,0010,FFFFFF56,FFFFFFE8 
03A4,FFFFFD1C,FFFFF93D,FFFFFF8F,FFFFFD89,00C9,0010,FFFFFF56,FFFFFFE8 
03A6,FFFFFD19,FFFFF93D,FFFFFF59,FFFFFD7E,00D0,0010,FFFFFF56,FFFFFFE8 
03A6,FFFFFD21,FFFFF943,FFFFFF06,FFFFFD6E,00E0,0010,FFFFFF56,FFFFFFE8 
03A0,FFFFFD23,FFFFF944,FFFFFEB2,FFFFFD59,00F5,0010,FFFFFF56,FFFFFFE8 
0387,FFFFFD1D,FFFFF925,FFFFFE85,FFFFFD56,010F,0010,FFFFFF56,FFFFFFE8 
0363,FFFFFD1D,FFFFF901,FFFFFE70,FFFFFD60,011C,0010,FFFFFF56,FFFFFFE8 
034D,FFFFFD18,FFFFF8DB,FFFFFE8B,FFFFFD85,0114,0010,FFFFFF56,FFFFFFE8 
0345,FFFFFD19,FFFFF8B9,FFFFFEAE,FFFFFDBF,0108,0010,FFFFFF56,FFFFFFE8 
033A,FFFFFD2B,FFFFF8A9,FFFFFECA,FFFFFE01,00FE,0010,FFFFFF56,FFFFFFE8 
0327,FFFFFD48,FFFFF8AE,FFFFFEF2,FFFFFE36,00F7,0027,FFFFFF37,FFFFFFC7 
0320,FFFFFD64,FFFFF8C8,FFFFFF24,FFFFFE4D,00F2,0027,FFFFFF37,FFFFFFC9 
0336,FFFFFD78,FFFFF8F3,FFFFFF4F,FFFFFE4B,00F1,0032,FFFFFF3E,FFFFFFBC 
0362,FFFFFD80,FFFFF928,FFFFFF53,FFFFFE36,0102,0032,FFFFFF3E,FFFFFFBC 
038E,FFFFFD77,FFFFF945,FFFFFF24,FFFFFE16,012C,0028,FFFFFF3C,FFFFFFBE 
03A6,FFFFFD63,FFFFF93C,FFFFFECB,FFFFFDF5,0168,0028,FFFFFF3C,FFFFFFBE 
03A6,FFFFFD4D,FFFFF90E,FFFFFE4F,FFFFFDE9,01A8,0033,FFFFFF35,FFFFFFC5 
036B,FFFFFD3D,FFFFF8AE,FFFFFDEE,FFFFFDFB,01E4,0033,FFFFFF35,FFFFFFC5 
02FF,FFFFFD35,FFFFF851,FFFFFDE8,FFFFFE19,0207,0033,FFFFFF35,FFFFFFC5 
029A,FFFFFD41,FFFFF81A,FFFFFE49,FFFFFE4C,01F7,0033,FFFFFF35,FFFFFFC5 
0264,FFFFFD60,FFFFF818,FFFFFED7,FFFFFE9C,01C2,0033,FFFFFF35,FFFFFFC5 
026A,FFFFFD76,FFFFF843,FFFFFF5F,FFFFFEEC,0186,0033,FFFFFF35,FFFFFFC5 
029F,FFFFFD6E,FFFFF88E,FFFFFFBB,FFFFFF2C,0160,0033,FFFFFF35,FFFFFFC5 
02D1,FFFFFD74,FFFFF8E0,FFFFFFDA,FFFFFF42,0158,0033,FFFFFF35,FFFFFFC5 
030B,FFFFFD6E,FFFFF93F,FFFFFFB2,FFFFFF22,0173,0033,FFFFFF35,FFFFFFC5 
0305,FFFFFD63,FFFFF966,FFFFFF49,FFFFFEE5,01B4,0033,FFFFFF35,FFFFFFC5 
02D1,FFFFFD59,FFFFF950,FFFFFEF8,FFFFFEA4,01F6,0038,FFFFFF36,FFFFFFB6 
029D,FFFFFD5E,FFFFF930,FFFFFEBE,FFFFFE64,0236,0041,FFFFFF2F,FFFFFFB5 
0269,FFFFFD6B,FFFFF90D,FFFFFE8A,FFFFFE2A,0271,003C,FFFFFF32,FFFFFFB8 
0235,FFFFFD76,FFFFF8E1,FFFFFE68,FFFFFE03,029A,003F,FFFFFF37,FFFFFFB7 
0209,FFFFFD77,FFFFF8CA,FFFFFE6C,FFFFFDE2,0299,004B,FFFFFF35,FFFFFFB9 
01DB,FFFFFD6C,FFFFF8BA,FFFFFE71,FFFFFDE1,0281,0048,FFFFFF2E,FFFFFFB0 
01BC,FFFFFD55,FFFFF8AB,FFFFFE8E,FFFFFDF7,0252,004A,FFFFFF32,FFFFFFB0 
01B3,FFFFFD21,FFFFF884,FFFFFEB7,FFFFFE28,0224,0049,FFFFFF37,FFFFFFB5 
01CB,FFFFFD1F,FFFFF86E,FFFFFECC,FFFFFE1A,0217,0050,FFFFFF34,FFFFFFB6 
