// Start Time: 0
// Sample rate: 100.0Hz
// Scenario: 4.9
// Firmware Version: 2.5.1
Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
01F9,FFFFFD31,FFFFF883,FFFFFEC3,FFFFFDF8,0225,004E,FFFFFF38,FFFFFFAE 
022F,FFFFFD42,FFFFF8A8,FFFFFE98,FFFFFDDC,0233,0052,FFFFFF32,FFFFFFB0 
0250,FFFFFD4A,FFFFF8B9,FFFFFE51,FFFFFDC5,0244,0050,FFFFFF30,FFFFFFB2 
0243,FFFFFD49,FFFFF89D,FFFFFE06,FFFFFDB9,0260,0053,FFFFFF33,FFFFFFB3 
020D,FFFFFD4D,FFFFF862,FFFFFDD2,FFFFFDC1,0275,005E,FFFFFF2E,FFFFFFB0 
01AD,FFFFFD61,FFFFF811,FFFFFDCB,FFFFFDDE,027E,0053,FFFFFF31,FFFFFFAD 
0150,FFFFFD71,FFFFF7CB,FFFFFE08,FFFFFE00,0268,005F,FFFFFF39,FFFFFFAF 
0130,FFFFFD86,FFFFF7BD,FFFFFE78,FFFFFE23,0244,005D,FFFFFF3B,FFFFFFA3 
013F,FFFFFDA4,FFFFF7E8,FFFFFED0,FFFFFE45,021C,005E,FFFFFF34,FFFFFFAC 
016C,FFFFFDBE,FFFFF833,FFFFFEEF,FFFFFE50,01FC,005E,FFFFFF36,FFFFFFAC 
019F,FFFFFDCD,FFFFF886,FFFFFECC,FFFFFE36,01F6,0067,FFFFFF31,FFFFFFA5 
01BA,FFFFFDCC,FFFFF8B8,FFFFFE5C,FFFFFE0E,0215,0065,FFFFFF33,FFFFFFA7 
01B0,FFFFFDA8,FFFFF8A8,FFFFFDEE,FFFFFDDE,0234,0068,FFFFFF30,FFFFFFA2 
0172,FFFFFD8C,FFFFF862,FFFFFD9D,FFFFFDCE,024B,0069,FFFFFF37,FFFFFFA1 
0119,FFFFFDA7,FFFFF805,FFFFFD8F,FFFFFDE7,024F,0073,FFFFFF37,FFFFFFA1 
00E0,FFFFFDCC,FFFFF7CF,FFFFFDD4,FFFFFE05,022C,006A,FFFFFF36,FFFFFF9C 
00DC,FFFFFDD2,FFFFF7B6,FFFFFE34,FFFFFE29,0201,0071,FFFFFF31,FFFFFF9F 
00E2,FFFFFDC3,FFFFF7AD,FFFFFE8D,FFFFFE50,01DC,0078,FFFFFF34,FFFFFFA2 
00CF,FFFFFDBD,FFFFF79B,FFFFFEDF,FFFFFE89,01BE,0072,FFFFFF3C,FFFFFFA0 
00AA,FFFFFDCC,FFFFF787,FFFFFF38,FFFFFED7,01A2,006A,FFFFFF34,FFFFFF9C 
0096,FFFFFDE1,FFFFF790,FFFFFF9C,FFFFFF00,0178,0078,FFFFFF36,FFFFFFA0 
00A5,FFFFFDEF,FFFFF7B8,FFFFFFE5,FFFFFF1A,0153,0074,FFFFFF32,FFFFFF9A 
00C7,FFFFFDFE,FFFFF7EA,0003,FFFFFF26,0138,0072,FFFFFF3E,FFFFFF90 
00F9,FFFFFDF1,FFFFF820,FFFFFFF9,FFFFFF1C,012A,0079,FFFFFF39,FFFFFF8D 
0117,FFFFFDEB,FFFFF84E,FFFFFFD0,FFFFFF14,0133,007D,FFFFFF39,FFFFFF9B 
011D,FFFFFDE5,FFFFF86A,FFFFFFA1,FFFFFF00,013B,0074,FFFFFF2E,FFFFFF96 
0114,FFFFFDE9,FFFFF880,FFFFFF71,FFFFFEF0,013F,0073,FFFFFF3B,FFFFFF91 
0104,FFFFFDE1,FFFFF869,FFFFFF4A,FFFFFEE7,013E,0078,FFFFFF34,FFFFFF90 
00F0,FFFFFDC7,FFFFF83C,FFFFFF43,FFFFFEE4,0134,007C,FFFFFF36,FFFFFF96 
00D5,FFFFFDAC,FFFFF811,FFFFFF53,FFFFFEF6,012B,0079,FFFFFF39,FFFFFF95 
00BB,FFFFFDA4,FFFFF7F0,FFFFFF6B,FFFFFF16,0132,007E,FFFFFF34,FFFFFF98 
00A2,FFFFFDAB,FFFFF7DA,FFFFFF8C,FFFFFF36,0133,0080,FFFFFF38,FFFFFF90 
009E,FFFFFDCC,FFFFF7E5,FFFFFFBB,FFFFFF58,012D,0076,FFFFFF38,FFFFFF9C 
00AA,FFFFFDE6,FFFFF810,FFFFFFDB,FFFFFF61,0122,007F,FFFFFF3B,FFFFFF93 
00BD,FFFFFDEA,FFFFF833,FFFFFFD8,FFFFFF58,011B,0080,FFFFFF3A,FFFFFF96 
00C2,FFFFFDE5,FFFFF83F,FFFFFFC1,FFFFFF4F,011B,0083,FFFFFF35,FFFFFF9F 
00AC,FFFFFDE1,FFFFF831,FFFFFF9A,FFFFFF56,0122,0079,FFFFFF37,FFFFFF95 
0082,FFFFFDEA,FFFFF7FA,FFFFFF8A,FFFFFF54,012B,007A,FFFFFF38,FFFFFF98 
0067,FFFFFDE9,FFFFF7EC,FFFFFF92,FFFFFF36,0121,007A,FFFFFF38,FFFFFF98 
0064,FFFFFDF1,FFFFF7E9,FFFFFFA3,FFFFFF28,0117,007A,FFFFFF38,FFFFFF98 
0077,FFFFFDF0,FFFFF7FF,FFFFFFB9,FFFFFF14,0109,007A,FFFFFF38,FFFFFF98 
0090,FFFFFDE8,FFFFF80D,FFFFFFC7,FFFFFF0F,0103,007A,FFFFFF38,FFFFFF98 
009C,FFFFFDE3,FFFFF827,FFFFFFD3,FFFFFEFF,0104,007A,FFFFFF38,FFFFFF98 
00A7,FFFFFDE5,FFFFF834,FFFFFFEB,FFFFFF2E,0129,007A,FFFFFF38,FFFFFF98 
0096,FFFFFDE4,FFFFF82A,FFFFFFD3,FFFFFF2D,012A,007A,FFFFFF38,FFFFFF98 
008A,FFFFFDDB,FFFFF818,FFFFFFC4,FFFFFF15,012A,007A,FFFFFF38,FFFFFF98 
006A,FFFFFDDD,FFFFF801,FFFFFFAC,FFFFFF15,012C,007A,FFFFFF38,FFFFFF98 
0054,FFFFFDD6,FFFFF7E7,FFFFFFA2,FFFFFF23,011A,007A,FFFFFF38,FFFFFF98 
003E,FFFFFDD6,FFFFF7DA,FFFFFFA4,FFFFFF3E,00FE,007A,FFFFFF38,FFFFFF98 
0030,FFFFFDCB,FFFFF7CD,FFFFFFB0,FFFFFF56,00E0,007A,FFFFFF38,FFFFFF98 
0010,FFFFFDC3,FFFFF7B4,FFFFFFB6,FFFFFF6C,00CC,007A,FFFFFF38,FFFFFF98 
FFFFFFE4,FFFFFDBD,FFFFF78F,FFFFFFCF,FFFFFF8D,00AF,007A,FFFFFF38,FFFFFF98 
FFFFFFCA,FFFFFDBF,FFFFF77B,FFFFFFF1,FFFFFFB5,008D,007A,FFFFFF38,FFFFFF98 
FFFFFFC5,FFFFFDCE,FFFFF782,0010,FFFFFFDD,0070,007A,FFFFFF38,FFFFFF98 
FFFFFFD5,FFFFFDD7,FFFFF79F,0023,FFFFFFF9,0057,007A,FFFFFF38,FFFFFF98 
FFFFFFF3,FFFFFDD5,FFFFF7C2,0034,0014,003F,007A,FFFFFF38,FFFFFF98 
0008,FFFFFDD2,FFFFF7DE,003C,0033,0026,007A,FFFFFF38,FFFFFF98 
000E,FFFFFDC8,FFFFF7E0,0047,0055,000A,007A,FFFFFF38,FFFFFF98 
0004,FFFFFDC1,FFFFF7D9,0058,0073,FFFFFFF2,007A,FFFFFF38,FFFFFF98 
FFFFFFE3,FFFFFDBF,FFFFF7C3,0068,0099,FFFFFFD8,007A,FFFFFF38,FFFFFF98 
FFFFFFC8,FFFFFDC0,FFFFF7A6,008F,00BB,FFFFFFA6,007A,FFFFFF38,FFFFFF98 
FFFFFFC8,FFFFFDB9,FFFFF7AA,00D2,00E1,FFFFFF70,007A,FFFFFF38,FFFFFF98 
FFFFFFE9,FFFFFDA8,FFFFF7A9,00F2,010C,FFFFFF47,007A,FFFFFF38,FFFFFF98 
0003,FFFFFDA9,FFFFF7A4,0104,013F,FFFFFF2E,007A,FFFFFF38,FFFFFF98 
0033,FFFFFDA2,FFFFF7BD,0132,0170,FFFFFF14,007A,FFFFFF38,FFFFFF98 
0066,FFFFFDA1,FFFFF7DF,0151,01A0,FFFFFF02,007A,FFFFFF38,FFFFFF98 
008D,FFFFFDA1,FFFFF7FA,0165,01C9,FFFFFEF7,007A,FFFFFF38,FFFFFF98 
00A3,FFFFFD9F,FFFFF806,0174,01F0,FFFFFEEF,007A,FFFFFF38,FFFFFF98 
00B2,FFFFFD95,FFFFF7FD,0184,0217,FFFFFEE6,007A,FFFFFF38,FFFFFF98 
00B4,FFFFFD92,FFFFF7EC,018F,0242,FFFFFEE1,007A,FFFFFF38,FFFFFF98 
00A8,FFFFFDA1,FFFFF7E3,0195,0263,FFFFFEDC,007A,FFFFFF38,FFFFFF98 
00AB,FFFFFDB2,FFFFF7F5,01A4,0274,FFFFFECF,007A,FFFFFF38,FFFFFF98 
00C7,FFFFFDB8,FFFFF824,019F,026E,FFFFFEC2,007A,FFFFFF38,FFFFFF98 
00E0,FFFFFDB4,FFFFF850,017D,0258,FFFFFEC1,007A,FFFFFF38,FFFFFF98 
00ED,FFFFFDAC,FFFFF86B,0143,0233,FFFFFEC7,007A,FFFFFF38,FFFFFF98 
00EA,FFFFFD97,FFFFF866,0103,0212,FFFFFEC8,007A,FFFFFF38,FFFFFF98 
00DF,FFFFFD6F,FFFFF82C,00D4,0205,FFFFFEC2,007A,FFFFFF38,FFFFFF98 
00CA,FFFFFD51,FFFFF7E3,00C5,021A,FFFFFEB9,007A,FFFFFF38,FFFFFF98 
00B4,FFFFFD54,FFFFF7AA,00DF,0254,FFFFFEA7,007A,FFFFFF38,FFFFFF98 
00C3,FFFFFD61,FFFFF7A1,0117,028D,FFFFFE8A,007A,FFFFFF38,FFFFFF98 
00F7,FFFFFD69,FFFFF7C6,0146,02B9,FFFFFE6F,007A,FFFFFF38,FFFFFF98 
0139,FFFFFD68,FFFFF805,015C,02DC,FFFFFE5D,007A,FFFFFF38,FFFFFF98 
016D,FFFFFD5F,FFFFF83B,015A,02F6,FFFFFE56,007A,FFFFFF38,FFFFFF98 
0184,FFFFFD58,FFFFF85F,0152,030C,FFFFFE50,007A,FFFFFF38,FFFFFF98 
018C,FFFFFD4E,FFFFF86C,0147,0328,FFFFFE3F,007A,FFFFFF38,FFFFFF98 
0193,FFFFFD46,FFFFF870,0131,033E,FFFFFE2B,007A,FFFFFF38,FFFFFF98 
0195,FFFFFD40,FFFFF862,0114,0355,FFFFFE20,007A,FFFFFF38,FFFFFF98 
0194,FFFFFD39,FFFFF844,00FA,036C,FFFFFE1A,007A,FFFFFF38,FFFFFF98 
0191,FFFFFD32,FFFFF828,00F7,037B,FFFFFE15,007A,FFFFFF38,FFFFFF98 
0196,FFFFFD26,FFFFF81C,0119,0393,FFFFFE06,007A,FFFFFF38,FFFFFF98 
01A8,FFFFFD1D,FFFFF819,0159,03B9,FFFFFDEC,007A,FFFFFF38,FFFFFF98 
01C8,FFFFFD17,FFFFF82C,01A1,03E8,FFFFFDC8,007A,FFFFFF38,FFFFFF98 
01F4,FFFFFD23,FFFFF850,01CD,041D,FFFFFDA1,007A,FFFFFF38,FFFFFF98 
0224,FFFFFD32,FFFFF877,01DA,0448,FFFFFD7F,007A,FFFFFF38,FFFFFF98 
0256,FFFFFD2F,FFFFF89D,01D2,0463,FFFFFD68,007A,FFFFFF38,FFFFFF98 
0286,FFFFFD1D,FFFFF8B7,01BA,047E,FFFFFD5B,004C,FFFFFF48,FFFFFFC8 
02AA,FFFFFD04,FFFFF8BE,01AA,04A5,FFFFFD51,0050,FFFFFF48,FFFFFFC8 
02C1,FFFFFCF4,FFFFF8BF,01B1,04D3,FFFFFD4E,0045,FFFFFF45,FFFFFFCD 
02C6,FFFFFCEF,FFFFF8BB,01CB,0502,FFFFFD52,0043,FFFFFF4B,FFFFFFCF 
02BC,FFFFFCFB,FFFFF8B9,01F8,052F,FFFFFD4F,003F,FFFFFF4F,FFFFFFD3 
02B6,FFFFFD0C,FFFFF8CD,0230,0559,FFFFFD38,0040,FFFFFF52,FFFFFFDC 
02C4,FFFFFD1F,FFFFF8E9,025F,0575,FFFFFD17,0045,FFFFFF4B,FFFFFFD9 
02E1,FFFFFD37,FFFFF914,0281,0578,FFFFFCF6,003E,FFFFFF4A,FFFFFFDC 
030B,FFFFFD44,FFFFF945,029C,056B,FFFFFCDB,0040,FFFFFF52,FFFFFFDA 
034A,FFFFFD39,FFFFF97B,02A3,054E,FFFFFCD5,003D,FFFFFF4F,FFFFFFDF 
0382,FFFFFD24,FFFFF9A4,028D,0525,FFFFFCED,002D,FFFFFF57,FFFFFFDD 
03A8,FFFFFD14,FFFFF9C5,0279,04FA,FFFFFD17,0034,FFFFFF56,FFFFFFDC 
03C7,FFFFFD0E,FFFFF9EB,0279,04CE,FFFFFD3C,0023,FFFFFF59,FFFFFFE7 
03EF,FFFFFD12,FFFFFA1B,0287,04A3,FFFFFD59,002E,FFFFFF58,FFFFFFE0 
0412,FFFFFD0E,FFFFFA3B,0285,0475,FFFFFD70,0028,FFFFFF58,FFFFFFE0 
042B,FFFFFCFE,FFFFFA42,0296,0450,FFFFFD7C,0022,FFFFFF60,FFFFFFF0 
0448,FFFFFCEF,FFFFFA35,02DC,0447,FFFFFD78,0019,FFFFFF5D,FFFFFFEB 
0460,FFFFFCDC,FFFFFA21,030C,044B,FFFFFD71,001E,FFFFFF62,FFFFFFEE 
0470,FFFFFCCF,FFFFFA0F,0320,044E,FFFFFD77,001C,FFFFFF6C,FFFFFFF4 
047D,FFFFFCCC,FFFFFA02,0322,044F,FFFFFD7B,0015,FFFFFF6F,FFFFFFF9 
0487,FFFFFCC8,FFFFF9F7,02F5,044A,FFFFFD7A,000F,FFFFFF63,FFFFFFED 
0498,FFFFFCBA,FFFFF9EF,02B7,0451,FFFFFD78,0013,FFFFFF65,FFFFFFF5 
04B4,FFFFFCAA,FFFFF9F4,0287,046F,FFFFFD77,0013,FFFFFF65,FFFFFFF3 
04D5,FFFFFC9C,FFFFFA07,027F,04AE,FFFFFD74,000B,FFFFFF6D,FFFFFFFD 
04FE,FFFFFC96,FFFFFA30,0293,0502,FFFFFD69,000E,FFFFFF6C,0000 
0523,FFFFFC9F,FFFFFA5D,02B7,0558,FFFFFD59,000D,FFFFFF71,FFFFFFF5 
0539,FFFFFCB6,FFFFFA87,02D7,05A0,FFFFFD4F,0006,FFFFFF70,0000 
0558,FFFFFCCB,FFFFFACA,02DE,05CF,FFFFFD47,FFFFFFFC,FFFFFF72,0004 
057D,FFFFFCD2,FFFFFB0B,02AD,05DD,FFFFFD56,FFFFFFF7,FFFFFF73,0001 
0587,FFFFFCDE,FFFFFB2E,026E,05E1,FFFFFD7B,FFFFFFF7,FFFFFF79,0005 
058A,FFFFFCEF,FFFFFB4B,023B,05D2,FFFFFD9F,FFFFFFF6,FFFFFF7C,0004 
0596,FFFFFCFF,FFFFFB70,021D,05B4,FFFFFDB5,FFFFFFF4,FFFFFF80,0008 
05A5,FFFFFD0D,FFFFFB9B,020C,058B,FFFFFDBF,FFFFFFFE,FFFFFF82,000A 
05B9,FFFFFD19,FFFFFBBD,0200,0555,FFFFFDBD,FFFFFFF5,FFFFFF85,0009 
05CA,FFFFFD21,FFFFFBDB,01EC,0518,FFFFFDBA,FFFFFFED,FFFFFF83,001D 
05DE,FFFFFD1B,FFFFFBD8,01D8,04E7,FFFFFDB7,FFFFFFEB,FFFFFF87,000F 
05EE,FFFFFD12,FFFFFBDD,01DB,04BD,FFFFFDA5,FFFFFFEC,FFFFFF84,0018 
0605,FFFFFD04,FFFFFBD8,01E9,04B8,FFFFFD97,FFFFFFE6,FFFFFF86,0014 
061A,FFFFFCFB,FFFFFBDA,01FE,04C0,FFFFFD87,FFFFFFE5,FFFFFF8D,0021 
062F,FFFFFCF8,FFFFFBE6,0212,04D3,FFFFFD7C,FFFFFFE3,FFFFFF91,001D 
0640,FFFFFD03,FFFFFBFC,0219,04E4,FFFFFD7C,FFFFFFE3,FFFFFF87,0017 
064B,FFFFFD12,FFFFFC1B,0211,04EA,FFFFFD81,FFFFFFDB,FFFFFF93,001D 
0654,FFFFFD27,FFFFFC41,0201,04DD,FFFFFD8B,FFFFFFD8,FFFFFF94,001A 
065D,FFFFFD3C,FFFFFC64,01F7,04CB,FFFFFD8A,FFFFFFD8,FFFFFF98,0020 
0668,FFFFFD4F,FFFFFC8C,01F9,04BA,FFFFFD84,FFFFFFDD,FFFFFF93,0029 
067F,FFFFFD5C,FFFFFCB6,020A,04AA,FFFFFD7D,FFFFFFD4,FFFFFFA4,0018 
06AE,FFFFFD51,FFFFFCE4,021F,049A,FFFFFD77,FFFFFFD3,FFFFFF9F,0015 
06E3,FFFFFD3E,FFFFFD1D,022A,0491,FFFFFD83,FFFFFFCD,FFFFFF9F,001F 
0711,FFFFFD39,FFFFFD4A,0226,049C,FFFFFD96,FFFFFFCC,FFFFFFA6,0018 
072E,FFFFFD3D,FFFFFD6C,021A,04A3,FFFFFDA9,FFFFFFCB,FFFFFFA5,0027 
073A,FFFFFD4B,FFFFFD7C,0202,049F,FFFFFDC0,FFFFFFCD,FFFFFFA7,0021 
0733,FFFFFD60,FFFFFD7F,01F4,0491,FFFFFDD4,FFFFFFCA,FFFFFFB4,002A 
0727,FFFFFD71,FFFFFD7B,01FD,047D,FFFFFDDC,FFFFFFC5,FFFFFFAB,0027 
071F,FFFFFD79,FFFFFD82,0217,046F,FFFFFDD9,FFFFFFBD,FFFFFFB1,0029 
0726,FFFFFD7C,FFFFFD91,0233,046C,FFFFFDD0,FFFFFFC5,FFFFFFB1,0029 
0739,FFFFFD70,FFFFFDAD,0240,0477,FFFFFDC5,FFFFFFB7,FFFFFFB3,0027 
075F,FFFFFD5C,FFFFFDD3,0231,0492,FFFFFDC3,FFFFFFB1,FFFFFFB9,0025 
078E,FFFFFD43,FFFFFE04,020E,04BD,FFFFFDCE,FFFFFFB8,FFFFFFC6,0028 
07B4,FFFFFD34,FFFFFE3D,01E8,04F4,FFFFFDE0,FFFFFFB6,FFFFFFBC,0024 
07BD,FFFFFD40,FFFFFE76,01D0,0528,FFFFFE01,FFFFFFB4,FFFFFFC6,0032 
07AC,FFFFFD63,FFFFFEA0,01CF,0544,FFFFFE2C,FFFFFFB9,FFFFFFC5,002B 
0789,FFFFFD92,FFFFFEB9,01E3,0535,FFFFFE57,FFFFFFBA,FFFFFFC8,0032 
0762,FFFFFDC1,FFFFFEC0,01FC,0505,FFFFFE76,FFFFFFB6,FFFFFFD2,002E 
0740,FFFFFDE9,FFFFFEBF,021D,04CB,FFFFFE83,FFFFFFB2,FFFFFFC8,0036 
072F,FFFFFDF8,FFFFFEBB,0243,0497,FFFFFE78,FFFFFFAE,FFFFFFCA,0034 
0725,FFFFFDF5,FFFFFEBF,0259,046C,FFFFFE57,FFFFFFAD,FFFFFFD9,0033 
072D,FFFFFDE9,FFFFFED2,0269,0455,FFFFFE2D,FFFFFFAA,FFFFFFD8,002E 
0743,FFFFFDD0,FFFFFEF2,026A,044F,FFFFFE02,FFFFFFAB,FFFFFFDB,0035 
075C,FFFFFDC1,FFFFFF18,0258,044E,FFFFFDE1,FFFFFFAF,FFFFFFD9,003D 
076F,FFFFFDBA,FFFFFF40,0251,044F,FFFFFDD8,FFFFFFA9,FFFFFFE3,0037 
077E,FFFFFDBB,FFFFFF60,0252,044C,FFFFFDF1,FFFFFFA2,FFFFFFE6,0030 
0783,FFFFFDCD,FFFFFF87,024E,0442,FFFFFE27,FFFFFFA4,FFFFFFE6,0036 
0766,FFFFFE00,FFFFFFAC,023F,0445,FFFFFE56,FFFFFF93,FFFFFFE7,002F 
077F,FFFFFDF9,FFFFFFC0,0241,042B,FFFFFE72,FFFFFF9F,FFFFFFF1,0031 
078C,FFFFFDF5,FFFFFFE1,0246,042F,FFFFFE89,FFFFFF9A,FFFFFFF4,0036 
07A7,FFFFFDE9,000B,025B,0446,FFFFFEB8,FFFFFF9F,FFFFFFEB,0035 
07AF,FFFFFDF7,0029,0245,045B,FFFFFEDC,FFFFFF93,FFFFFFF1,0033 
07AB,FFFFFE05,001E,0221,046B,FFFFFEF1,FFFFFF92,FFFFFFFE,002C 
0796,FFFFFE0A,0025,0209,047C,FFFFFEFB,FFFFFF91,FFFFFFFF,0031 
0784,FFFFFE0F,0020,01F4,048B,FFFFFEEF,FFFFFF93,FFFFFFFD,0033 
0765,FFFFFE20,0023,020D,04A9,FFFFFEDC,FFFFFF95,0001,002F 
075A,FFFFFE25,002A,022F,04C0,FFFFFEBF,FFFFFF95,0005,0025 
0758,FFFFFE2E,003D,025C,04E3,FFFFFE99,FFFFFF95,000D,002B 
0768,FFFFFE36,0061,028B,0514,FFFFFE71,FFFFFF8F,000D,0027 
07BD,FFFFFE23,00C0,02CB,058C,FFFFFE4B,FFFFFF88,000E,0030 
079C,FFFFFE4D,00DF,02A9,0621,FFFFFE4A,FFFFFF8C,0018,002A 
0783,FFFFFE86,00FE,0263,064A,FFFFFE41,FFFFFF8B,001F,002D 
0780,FFFFFEBB,012D,028B,0672,FFFFFE30,FFFFFF8F,0021,0023 
0785,FFFFFED3,017E,02C4,0671,FFFFFE1E,FFFFFF86,0026,0026 
0789,FFFFFEDD,01D5,02F8,0651,FFFFFE0D,FFFFFF83,001F,0025 
0792,FFFFFEDD,0220,0324,062F,FFFFFE0C,FFFFFF83,0029,0021 
07A3,FFFFFED3,0254,0319,0602,FFFFFE13,FFFFFF86,0034,0026 
07AB,FFFFFEC9,027F,02F1,05EB,FFFFFE22,FFFFFF7A,0038,0024 
07A0,FFFFFED3,0299,02B6,05E2,FFFFFE30,FFFFFF75,003F,0021 
078B,FFFFFEDF,02B0,0264,05D4,FFFFFE45,FFFFFF78,003E,0020 
0776,FFFFFEEC,02C0,020D,05C0,FFFFFE5B,FFFFFF76,004A,0024 
0764,FFFFFF02,02D5,01C7,05AA,FFFFFE70,FFFFFF7B,0047,0019 
0753,FFFFFF1B,02E9,019E,0591,FFFFFE80,FFFFFF72,0048,001E 
0748,FFFFFF2D,0305,018A,056F,FFFFFE8E,FFFFFF76,0046,0012 
0732,FFFFFF2C,0323,0183,054B,FFFFFE99,FFFFFF71,004D,0019 
073C,FFFFFF41,034B,018E,051E,FFFFFE9E,FFFFFF6F,0059,0019 
0744,FFFFFF49,0370,01A3,04FB,FFFFFEA1,FFFFFF73,0055,000F 
0743,FFFFFF4B,0399,01B6,04E6,FFFFFEA4,FFFFFF79,0057,0015 
073B,FFFFFF4B,03BF,01B8,04D0,FFFFFEAC,FFFFFF6C,005A,000E 
0736,FFFFFF49,03DD,0193,04AB,FFFFFEB5,FFFFFF76,0060,0010 
072A,FFFFFF56,03ED,0158,0487,FFFFFEBE,FFFFFF65,0061,0011 
0710,FFFFFF68,03F3,0134,046A,FFFFFEC6,FFFFFF71,006B,0015 
06E6,FFFFFF72,03FA,0127,044A,FFFFFECF,FFFFFF6E,0064,0008 
06D8,FFFFFF8A,0403,012C,0419,FFFFFEDA,FFFFFF6E,006E,0012 
06D1,FFFFFFA0,0418,0147,03EB,FFFFFEEA,FFFFFF73,0067,0013 
06C7,FFFFFFA5,042E,0169,03CA,FFFFFF00,FFFFFF68,006E,0008 
06C5,FFFFFFAD,043F,0178,03A8,FFFFFF1C,FFFFFF68,0074,0008 
06C7,FFFFFFBA,044E,0180,038B,FFFFFF35,FFFFFF60,0072,0004 
06C1,FFFFFFC0,045C,0190,0373,FFFFFF4A,FFFFFF63,0073,0003 
06BE,FFFFFFB9,0474,0195,0357,FFFFFF5B,FFFFFF68,007A,0000 
06B7,FFFFFFB0,0484,0188,0340,FFFFFF66,FFFFFF62,0078,0008 
06A2,FFFFFFA2,048E,0171,0331,FFFFFF6C,FFFFFF5C,007E,0006 
0698,FFFFFFAD,048E,015E,031A,FFFFFF68,FFFFFF64,007A,000A 
068C,FFFFFFB3,048B,0150,0308,FFFFFF62,FFFFFF64,0078,FFFFFFFC 
067D,FFFFFFB9,048F,012E,0303,FFFFFF5D,FFFFFF60,0084,FFFFFFFA 
0669,FFFFFFC4,0494,0115,02F7,FFFFFF5C,FFFFFF5D,0089,FFFFFFFB 
065D,FFFFFFCD,0495,00F8,02E6,FFFFFF5B,FFFFFF64,0086,FFFFFFFA 
064C,FFFFFFD4,0499,00DB,02DD,FFFFFF5D,FFFFFF5D,0083,FFFFFFF1 
063E,FFFFFFDA,04A1,00D4,02D6,FFFFFF5B,FFFFFF5E,008A,FFFFFFF2 
063A,FFFFFFE3,04AA,00DE,02C6,FFFFFF5C,FFFFFF5E,0088,FFFFFFF2 
0626,FFFFFFE7,04C0,00E6,02B2,FFFFFF61,FFFFFF58,008A,FFFFFFF0 
0626,0000,04C5,00F6,02A7,FFFFFF6E,FFFFFF60,0096,FFFFFFEE 
061A,000A,04C5,010A,02A1,FFFFFF78,FFFFFF5C,008A,FFFFFFE8 
0610,000D,04C8,0123,02A7,FFFFFF7D,FFFFFF57,0095,FFFFFFED 
061A,0017,04D2,0123,02BA,FFFFFF79,FFFFFF5D,008F,FFFFFFE9 
0609,0016,04E3,0126,02EE,FFFFFF76,FFFFFF60,0090,FFFFFFEA 
05FB,001C,04EF,0130,031C,FFFFFF6D,FFFFFF59,008D,FFFFFFE3 
05EC,002E,04FB,0135,0338,FFFFFF65,FFFFFF5F,009F,FFFFFFE7 
05CF,0028,0515,014B,034B,FFFFFF5C,FFFFFF5B,0097,FFFFFFE3 
05CC,0043,0534,0169,0350,FFFFFF56,FFFFFF5C,00A0,FFFFFFE0 
05C8,0046,0558,0184,035F,FFFFFF4F,FFFFFF58,009A,FFFFFFD4 
05D3,004B,0582,0178,035B,FFFFFF41,FFFFFF54,009C,FFFFFFDC 
05D7,0052,0595,0148,035C,FFFFFF3F,FFFFFF54,00A8,FFFFFFD6 
05B8,0051,0590,00F8,035F,FFFFFF41,FFFFFF53,00A7,FFFFFFD5 
0591,0054,0572,009C,036D,FFFFFF4A,FFFFFF51,00A3,FFFFFFD1 
056C,006E,0565,0085,038F,FFFFFF50,FFFFFF57,00AD,FFFFFFD1 
0561,0079,056B,009F,03B2,FFFFFF4C,FFFFFF58,00A2,FFFFFFCE 
055E,00AA,057E,00DF,03E4,FFFFFF51,FFFFFF50,00B0,FFFFFFCE 
054D,00A9,05A3,0125,03F8,FFFFFF56,FFFFFF55,00AD,FFFFFFCB 
0546,0093,05CA,015B,03F8,FFFFFF5A,FFFFFF52,00B2,FFFFFFD0 
0544,0085,05F1,0167,0404,FFFFFF5C,FFFFFF58,00B2,FFFFFFC8 
0544,0078,0608,0146,03FC,FFFFFF54,FFFFFF57,00BB,FFFFFFC7 
0532,0099,0615,010D,03FE,FFFFFF4B,FFFFFF50,00BC,FFFFFFC4 
0511,00AF,061E,00E3,03F3,FFFFFF4C,FFFFFF52,00B4,FFFFFFBA 
04F1,00A6,062C,00C1,03CB,FFFFFF50,FFFFFF4F,00B5,FFFFFFC1 
04E8,00A7,063B,009B,03B6,FFFFFF5A,FFFFFF55,00BF,FFFFFFC1 
04E2,00B6,0651,0095,03A5,FFFFFF5B,FFFFFF52,00BC,FFFFFFC6 
04D7,00B6,0667,0086,0383,FFFFFF5A,FFFFFF54,00BE,FFFFFFB6 
04CD,00BD,066E,0075,0390,FFFFFF63,FFFFFF51,00C3,FFFFFFC7 
04B3,00BA,067D,005F,038E,FFFFFF6A,FFFFFF56,00C6,FFFFFFB8 
0498,00BC,0680,0044,037E,FFFFFF75,FFFFFF53,00C7,FFFFFFBB 
0484,00BE,0675,002C,037B,FFFFFF85,FFFFFF53,00C5,FFFFFFBB 
047C,00D6,0668,0030,039D,FFFFFF97,FFFFFF4F,00CB,FFFFFFBD 
0462,00DC,067B,003B,0397,FFFFFF9E,FFFFFF50,00D0,FFFFFFB8 
